,Make,Injury.Severity,Number.of.Engines,Engine.Type
20511,Craven,Non-Fatal,1.0,Reciprocating
20530,Koopsen,Non-Fatal,1.0,Reciprocating
20543,Kerlin,Non-Fatal,1.0,Reciprocating
20550,Hall,Non-Fatal,0.0,Unknown
20570,Learjet,Incident,2.0,Turbo Jet
20580,Kennedy,Fatal(1),1.0,Reciprocating
20590,Terry,Fatal(1),1.0,Reciprocating
20603,Anderson-tucker,Non-Fatal,1.0,Reciprocating
20627,Teratron,Non-Fatal,1.0,Reciprocating
20650,Douglas,Fatal(2),2.0,Reciprocating
20658,Cessna,Fatal(1),0.0,Unknown
20660,Israel Aircraft Industries,Incident,2.0,Turbo Fan
20667,Baron,Fatal(1),1.0,Reciprocating
20681,Terry,Non-Fatal,1.0,Reciprocating
20683,Darlington,Non-Fatal,1.0,Reciprocating
20686,Northrop,Non-Fatal,3.0,Reciprocating
20693,Helio,Fatal(1),1.0,Turbo Prop
20699,Travel Air,Non-Fatal,2.0,Reciprocating
20708,Helfrich-leonard,Non-Fatal,1.0,Reciprocating
20724,Locolce/blackwell,Non-Fatal,1.0,Reciprocating
20727,Van Wormer,Non-Fatal,1.0,Reciprocating
20740,Rutgers,Non-Fatal,1.0,Reciprocating
20742,Franklin,Fatal(2),1.0,Reciprocating
20808,Huntley,Non-Fatal,1.0,Reciprocating
20809,Griffin,Non-Fatal,1.0,Reciprocating
20835,Hahn,Non-Fatal,1.0,Reciprocating
20837,Gulfstream Aerospace,Non-Fatal,2.0,Turbo Prop
20838,Classic Aircraft Corp.,Non-Fatal,1.0,Reciprocating
20857,Sollars,Non-Fatal,1.0,Reciprocating
20858,Applebay,Fatal(1),0.0,Unknown
20859,Fantasy Sky Promotions,Non-Fatal,0.0,Unknown
20873,Silliman,Non-Fatal,1.0,Reciprocating
20874,Costa,Non-Fatal,1.0,Reciprocating
20885,Air Command,Non-Fatal,1.0,Reciprocating
20897,Geddes,Non-Fatal,1.0,Reciprocating
20909,Douglas,Fatal(3),4.0,Reciprocating
20919,Atkins,Non-Fatal,1.0,Reciprocating
20937,Ferris,Non-Fatal,1.0,Reciprocating
20951,Williams,Non-Fatal,1.0,Reciprocating
20957,Stephenson,Non-Fatal,1.0,Reciprocating
20962,Krall,Non-Fatal,1.0,Reciprocating
20964,Learjet,Fatal(1),2.0,Turbo Fan
20979,Vans,Non-Fatal,1.0,Reciprocating
20993,Snow,Fatal(2),1.0,Reciprocating
20996,Shirlan Dickey,Non-Fatal,1.0,Reciprocating
21004,Learjet,Fatal(2),2.0,Turbo Jet
21024,Townson,Non-Fatal,1.0,Reciprocating
21040,Mcdonnell Douglas,Fatal(2),1.0,Reciprocating
21041,Van,Fatal(1),1.0,Reciprocating
21062,Stanford,Non-Fatal,1.0,Reciprocating
21070,Braswell,Non-Fatal,1.0,Reciprocating
21084,Prairie Flyers,Non-Fatal,1.0,Reciprocating
21086,Rossi Pitts,Non-Fatal,1.0,Reciprocating
21098,Rosenmayer,Fatal(1),1.0,Reciprocating
21099,Falco,Fatal(2),1.0,Reciprocating
21103,Cocks,Non-Fatal,1.0,Reciprocating
21109,Wittman,Non-Fatal,1.0,Reciprocating
21132,Piper,Fatal(2),0.0,Unknown
21135,Eaa,Non-Fatal,1.0,Reciprocating
21137,Artic Aircraft Corp.,Fatal(2),1.0,Reciprocating
21142,Continental Copters,Fatal(1),1.0,Reciprocating
21187,Hulliberger,Non-Fatal,1.0,Reciprocating
21209,Mace,Fatal(1),1.0,Reciprocating
21219,Partenavia,Fatal(6),2.0,Reciprocating
21222,Sackett,Non-Fatal,1.0,Reciprocating
21233,Hughes,Fatal(3),1.0,Reciprocating
21250,Debarry/starduster,Non-Fatal,1.0,Reciprocating
21257,Tedford,Fatal(1),1.0,Reciprocating
21265,Aero Commander,Fatal(3),1.0,Reciprocating
21274,Alon,Fatal(1),1.0,Reciprocating
21300,Latham Alco,Non-Fatal,1.0,Reciprocating
21310,Garlick/guppy,Non-Fatal,1.0,Reciprocating
21332,Commens,Fatal(1),1.0,Reciprocating
21341,Boeing,Fatal(14),3.0,Turbo Fan
21345,Arthur,Non-Fatal,1.0,Reciprocating
21377,Thunder And Colt,Non-Fatal,0.0,Unknown
21381,Britten-norman,Fatal(1),2.0,Reciprocating
21385,Homebuilt,Fatal(1),0.0,Unknown
21397,Young-owens,Non-Fatal,1.0,Reciprocating
21407,B??lkow,Non-Fatal,2.0,Turbo Shaft
21411,Banks/mong,Fatal(1),1.0,Reciprocating
21425,Billings/humbyrd,Non-Fatal,1.0,Reciprocating
21443,Dillinger,Non-Fatal,1.0,Reciprocating
21475,Snyder,Fatal(1),1.0,Reciprocating
21501,Jones,Fatal(1),1.0,Reciprocating
21502,Heibel,Fatal(1),1.0,Reciprocating
21521,Svensson,Fatal(2),1.0,Reciprocating
21522,Bingelis,Non-Fatal,1.0,Reciprocating
21532,Aerospatiale,Non-Fatal,1.0,Reciprocating
21545,Barker,Non-Fatal,1.0,Reciprocating
21576,Cessna Robertson,Fatal(3),2.0,Reciprocating
21583,Shannon,Non-Fatal,1.0,Reciprocating
21614,Pilgrim,Non-Fatal,1.0,Reciprocating
21631,Shamgaugh,Non-Fatal,1.0,Reciprocating
21650,Volksplane,Fatal(1),1.0,Reciprocating
21653,Roman,Fatal(1),1.0,Reciprocating
21667,Autra,Fatal(1),1.0,Reciprocating
21677,Vangorden,Fatal(1),1.0,Reciprocating
21688,Cameron,Fatal(1),1.0,Reciprocating
21691,Lewis,Fatal(1),1.0,Reciprocating
21693,Laycock,Non-Fatal,1.0,Reciprocating
21697,Arlington,Fatal(1),0.0,Unknown
21708,Hicks/mervin,Fatal(1),0.0,Unknown
21713,Experimental,Non-Fatal,1.0,Reciprocating
21717,Pilatus,Non-Fatal,0.0,Unknown
21728,Mickelson,Fatal(1),1.0,Reciprocating
21765,Saab-scania Ab (saab),Incident,2.0,Turbo Prop
21792,Parsons,Non-Fatal,1.0,Reciprocating
21799,Klob-gordon,Non-Fatal,1.0,Reciprocating
21812,Rockwell,Fatal(3),2.0,Turbo Jet
21818,Schweizer,Unavailable,0.0,Unknown
21834,Sandridge,Non-Fatal,1.0,Reciprocating
21880,Hughes,Incident,1.0,Reciprocating
21900,Ryan,Fatal(3),1.0,Reciprocating
21901,Airbus Industrie,Non-Fatal,0.0,Unknown
21969,Gulfstream,Fatal(2),1.0,Reciprocating
21986,Mcdonnell Douglas,Non-Fatal,1.0,Reciprocating
21994,Hitchcock,Fatal(1),1.0,Reciprocating
21995,Chamberlain,Non-Fatal,1.0,Reciprocating
22011,Tesori,Fatal(1),1.0,Reciprocating
22015,Knowles,Non-Fatal,1.0,Reciprocating
22048,Beard,Fatal(1),1.0,Reciprocating
22054,Learjet,Fatal(2),0.0,Unknown
22072,Pilatus,Non-Fatal,1.0,Reciprocating
22082,Boeing,Fatal(270),4.0,Turbo Fan
22120,Sloan,Non-Fatal,1.0,Reciprocating
22131,Lake,Incident,1.0,Reciprocating
22136,Vickers,Incident,4.0,Turbo Fan
22164,Wells,Fatal(1),1.0,Reciprocating
22170,Bumgartner/hirt,Non-Fatal,1.0,Reciprocating
22177,G.d.i.e.,Incident,0.0,Unknown
22186,Swearingen,Fatal(2),1.0,Reciprocating
22200,Hawker Siddeley,Fatal(2),2.0,Turbo Prop
22220,Murphey,Fatal(1),1.0,Reciprocating
22268,Mason,Fatal(1),1.0,Reciprocating
22272,Lehman/jerrell,Fatal(2),1.0,Reciprocating
22275,Fairchild,Incident,2.0,Turbo Shaft
22319,Schweizer,Non-Fatal,1.0,Turbo Prop
22323,War Replicas,Fatal(1),1.0,Reciprocating
22324,Stolp-adams,Non-Fatal,1.0,Reciprocating
22329,Waco,Incident,1.0,Reciprocating
22336,Boeing,Fatal(144),4.0,Turbo Fan
22344,Mcdonnell Douglas,Fatal(1),2.0,Turbo Fan
22381,Dassault/sud,Non-Fatal,2.0,Turbo Fan
22386,Harmon,Non-Fatal,1.0,Reciprocating
22395,Stinson,Fatal(6),1.0,Reciprocating
22400,Cessna,Fatal(10),2.0,Reciprocating
22413,Warwick,Non-Fatal,1.0,Reciprocating
22425,Eller,Non-Fatal,1.0,Reciprocating
22426,Boeing,Fatal(9),4.0,Turbo Fan
22434,Composite Aircraft Mfg Co.,Non-Fatal,1.0,Reciprocating
22462,Aeromot,Non-Fatal,1.0,Unknown
22478,Rodgers,Fatal(4),1.0,Reciprocating
22493,Stearns,Fatal(2),1.0,Reciprocating
22495,Craven's Quickie,Fatal(4),1.0,Reciprocating
22517,Alexander,Fatal(2),1.0,Reciprocating
22521,Jennings,Non-Fatal,1.0,Reciprocating
22545,Aircraft Parts & Dev. Corp,Non-Fatal,1.0,Reciprocating
22546,Nihon,Fatal(2),2.0,Turbo Prop
22558,Halstead,Non-Fatal,1.0,Reciprocating
22562,Mcdonnell Douglas,Fatal(2),2.0,Turbo Fan
22563,Morrisey,Fatal(1),1.0,Reciprocating
22582,Van's/fish,Fatal(1),1.0,Reciprocating
22591,Poehls,Non-Fatal,1.0,Reciprocating
22604,Aerospatiale,Fatal(4),1.0,Reciprocating
22607,Upchurch,Non-Fatal,1.0,Reciprocating
22610,Dyar,Non-Fatal,1.0,Reciprocating
22641,"Lee, David",Non-Fatal,2.0,Reciprocating
22648,Cessna,Fatal(1),0.0,Reciprocating
22664,Schmahl,Fatal(1),1.0,Reciprocating
22667,Lowe,Non-Fatal,1.0,Reciprocating
22668,Martin,Non-Fatal,1.0,Reciprocating
22680,Murphy,Fatal(1),1.0,Reciprocating
22696,Thiessen,Non-Fatal,1.0,Reciprocating
22702,Sharp,Non-Fatal,1.0,Reciprocating
22710,Morse,Non-Fatal,1.0,Reciprocating
22734,Beech,Unavailable,0.0,Unknown
22747,British Aerospace,Non-Fatal,2.0,Turbo Fan
22766,Coutz,Fatal(1),1.0,Reciprocating
22773,Vestal,Non-Fatal,1.0,Reciprocating
22790,Donner/parton,Non-Fatal,1.0,Reciprocating
22817,Bridges,Non-Fatal,1.0,Reciprocating
22860,Tesmer Glassair,Non-Fatal,1.0,Reciprocating
22890,Mccoy,Non-Fatal,1.0,Reciprocating
22905,Callair,Fatal(1),1.0,Reciprocating
22906,Grigg/bowers,Non-Fatal,1.0,Reciprocating
22908,Galbreath,Non-Fatal,1.0,Reciprocating
22909,Smithgall Pitts Special,Non-Fatal,1.0,Reciprocating
22915,Weatherly,Non-Fatal,1.0,Turbo Prop
22917,Davis Starship,Non-Fatal,1.0,Reciprocating
22928,Porterfield,Non-Fatal,1.0,Reciprocating
22945,Fields,Non-Fatal,1.0,Reciprocating
22947,Avions Max Holste,Non-Fatal,1.0,Reciprocating
22951,Northrop,Incident,2.0,Turbo Jet
22987,Pazmany,Non-Fatal,1.0,Reciprocating
22992,Billings/white,Fatal(2),1.0,Reciprocating
22993,Stits,Non-Fatal,1.0,Reciprocating
23000,Zengel,Non-Fatal,1.0,Reciprocating
23003,Ruschke,Fatal(2),1.0,Reciprocating
23020,Glassair Iii,Fatal(2),1.0,Turbo Prop
23032,Temco,Incident,1.0,Reciprocating
23033,Bryan,Fatal(1),1.0,Reciprocating
23051,Holman/sears,Non-Fatal,1.0,Reciprocating
23118,Bloodworth,Fatal(1),1.0,Reciprocating
23125,Dilley,Non-Fatal,1.0,Reciprocating
23127,Cushing,Fatal(2),1.0,Reciprocating
23151,Mcdonnell Douglas,Fatal(174),4.0,Turbo Fan
23155,Good,Non-Fatal,1.0,Reciprocating
23158,Job,Non-Fatal,1.0,Reciprocating
23163,Whittaker,Fatal(1),1.0,Reciprocating
23174,Anderson Aircraft Corp.,Fatal(1),1.0,Reciprocating
23175,Beech,Fatal(11),2.0,Reciprocating
23176,Hadley,Non-Fatal,1.0,Reciprocating
23194,Oregon Helicopters,Non-Fatal,1.0,Turbo Shaft
23222,Mcculloch,Fatal(2),1.0,Reciprocating
23225,Commonwealth,Non-Fatal,1.0,Reciprocating
23232,Uhley-mason,Fatal(1),1.0,Reciprocating
23245,Cox/pitts,Non-Fatal,1.0,Reciprocating
23247,Beneteau,Fatal(2),1.0,Reciprocating
23271,Beauchesne/wells,Non-Fatal,1.0,Reciprocating
23299,Schuning/teratorn,Non-Fatal,1.0,Reciprocating
23300,Renninger,Non-Fatal,1.0,Reciprocating
23327,Dassault-breguet,Fatal(2),2.0,Turbo Fan
23329,Vehafric,Non-Fatal,1.0,Reciprocating
23333,Grumman,Fatal(1),1.0,Turbo Prop
23351,Homebuilt,Non-Fatal,0.0,Unknown
23362,Wood-oldfield,Fatal(1),1.0,Reciprocating
23365,Musick/terratorn,Fatal(1),1.0,Reciprocating
23374,Stitts,Non-Fatal,1.0,Reciprocating
23378,Progress Aero R&d,Non-Fatal,1.0,Reciprocating
23399,Henry Vickers,Non-Fatal,1.0,Reciprocating
23404,Salmon,Non-Fatal,1.0,Reciprocating
23443,Cushing,Non-Fatal,1.0,Reciprocating
23453,Bristow,Non-Fatal,1.0,Reciprocating
23477,Airbus Industrie,Fatal(1),2.0,Turbo Fan
23479,Lowe/bensen,Fatal(1),1.0,Reciprocating
23511,Piccard,Fatal(2),0.0,Unknown
23517,Mirsepasy,Non-Fatal,1.0,Reciprocating
23521,"Wittman, S.j.",Non-Fatal,1.0,Reciprocating
23534,Mcdonnell Douglas,Fatal(111),3.0,Turbo Fan
23583,Travel Air,Non-Fatal,1.0,Reciprocating
23584,Cloud,Fatal(1),1.0,Reciprocating
23597,King,Non-Fatal,1.0,Reciprocating
23609,Pzl-mielec,Fatal(1),1.0,Turbo Prop
23612,Cabrinha/free Spirit,Non-Fatal,1.0,Reciprocating
23613,Bonds & Bungey,Non-Fatal,0.0,Unknown
23620,Prospector,Non-Fatal,1.0,Reciprocating
23621,James Eggleston,Non-Fatal,1.0,Reciprocating
23624,Abbott,Non-Fatal,1.0,Reciprocating
23627,Cessna,Fatal(7),1.0,Reciprocating
23628,Beech,Fatal(7),1.0,Reciprocating
23636,Smith,Incident,1.0,Reciprocating
23650,Lancair,Fatal(2),1.0,Reciprocating
23667,Gatzemeyer 88,Non-Fatal,1.0,Reciprocating
23712,Keener,Non-Fatal,1.0,Reciprocating
23734,Bratton,Fatal(1),1.0,Reciprocating
23748,Dammann,Fatal(1),1.0,Reciprocating
23757,Mbb,Non-Fatal,1.0,Reciprocating
23775,Acroduster,Non-Fatal,1.0,Reciprocating
23782,Skelton,Non-Fatal,1.0,Reciprocating
23783,Mccormick,Incident,1.0,Reciprocating
23820,Cocchiarella,Non-Fatal,1.0,Reciprocating
23831,Dormoy,Non-Fatal,1.0,Reciprocating
23846,Tierra Ii,Non-Fatal,1.0,Reciprocating
23872,Feil,Fatal(1),1.0,Reciprocating
23878,Brumbaugh/hubin,Non-Fatal,1.0,Reciprocating
23890,Bradley,Non-Fatal,1.0,Reciprocating
23936,Ruppercht,Fatal(2),1.0,Reciprocating
23972,Rayne,Non-Fatal,1.0,Reciprocating
23990,Clatti,Fatal(1),1.0,Reciprocating
23999,Harris-hafen,Non-Fatal,1.0,Reciprocating
24001,Minicab,Non-Fatal,1.0,Reciprocating
24009,Woods,Non-Fatal,1.0,Reciprocating
24022,Yakovlev,Non-Fatal,1.0,Reciprocating
24048,Let,Fatal(1),0.0,Unknown
24052,Zenair,Fatal(1),1.0,Reciprocating
24059,Maxair,Non-Fatal,1.0,Reciprocating
24078,Wesley,Fatal(1),1.0,Reciprocating
24090,Boeing,Fatal(2),2.0,Turbo Fan
24109,Sours/midget Mustang,Non-Fatal,1.0,Reciprocating
24114,Cooley,Non-Fatal,1.0,Reciprocating
24128,Canadair,Incident,4.0,Turbo Prop
24136,De Havilland,Fatal(10),2.0,Turbo Prop
24139,Howe,Non-Fatal,1.0,Reciprocating
24140,Evanson,Fatal(1),1.0,Reciprocating
24141,Niedzielski,Fatal(1),1.0,Reciprocating
24142,Skilling,Fatal(1),1.0,Reciprocating
24167,Fletcher,Fatal(1),1.0,Reciprocating
24168,Hancock,Non-Fatal,1.0,Reciprocating
24170,Stolp Starduster,Non-Fatal,1.0,Reciprocating
24179,Cessna,Fatal(2),2.0,Turbo Fan
24185,Stits-itrich,Non-Fatal,1.0,Reciprocating
24204,Zimmerman,Non-Fatal,1.0,Reciprocating
24206,Smeesters,Fatal(1),1.0,Reciprocating
24216,Cessna,Fatal(5),1.0,Turbo Prop
24239,Roger Nelson,Non-Fatal,1.0,Reciprocating
24240,Aerostar,Non-Fatal,0.0,Unknown
24241,Baker/santiago Pitts,Non-Fatal,1.0,Reciprocating
24246,Agusta,Fatal(5),2.0,Turbo Shaft
24250,Britten-norman,Non-Fatal,3.0,Reciprocating
24260,Brickman,Non-Fatal,1.0,Reciprocating
24281,Vultee,Fatal(2),1.0,Reciprocating
24304,Rand Engineering,Fatal(1),1.0,Reciprocating
24309,Mannon-underwood,Fatal(1),1.0,Reciprocating
24310,Boeing,Fatal(131),3.0,Turbo Fan
24323,Wychen,Non-Fatal,1.0,Reciprocating
24347,Wheeler Acft. Co.,Non-Fatal,1.0,Reciprocating
24350,"Funk, D.d. Aviation Co.",Non-Fatal,1.0,Reciprocating
24358,Eickmeier,Non-Fatal,1.0,Reciprocating
24360,De Havilland,Fatal(20),2.0,Turbo Prop
24386,Classic Aircraft Corp.,Incident,1.0,Reciprocating
24389,Mccomb,Fatal(2),1.0,Reciprocating
24402,Pond,Non-Fatal,1.0,Reciprocating
24411,Warren/keleher/lark,Non-Fatal,1.0,Reciprocating
24446,Bell-kitz Kopters,Non-Fatal,1.0,Reciprocating
24478,Mcdonnell Douglas,Fatal(1),1.0,Turbo Shaft
24513,Burdette,Non-Fatal,1.0,Reciprocating
24522,Bruce Mckinney,Fatal(2),1.0,Reciprocating
24523,Lanier,Fatal(1),1.0,Reciprocating
24527,"Logan, B.a.",Fatal(1),1.0,Reciprocating
24533,Wittman Tailwind,Non-Fatal,1.0,Reciprocating
24542,Nelsen-david,Fatal(1),1.0,Reciprocating
24553,Britten-norman,Fatal(8),2.0,Reciprocating
24562,Saint Louis,Non-Fatal,1.0,Reciprocating
24565,Edward,Non-Fatal,1.0,Reciprocating
24605,Bryce Duster,Non-Fatal,0.0,Unknown
24618,Crawford-gordon,Fatal(1),1.0,Reciprocating
24649,Senior Aerosport/paet,Fatal(1),1.0,Reciprocating
24652,British Aerospace,Fatal(6),2.0,Turbo Prop
24659,Boeing,Fatal(1),3.0,Turbo Jet
24660,Tundermann Venne,Non-Fatal,1.0,Reciprocating
24668,Long E-z-e,Non-Fatal,1.0,Reciprocating
24696,Steele,Non-Fatal,1.0,Reciprocating
24706,Lockheed,Fatal(1),4.0,Turbo Fan
24709,Davidson,Non-Fatal,1.0,Reciprocating
24714,Waldron,Fatal(1),1.0,Reciprocating
24716,Mancini,Non-Fatal,1.0,Reciprocating
24734,Stanger,Fatal(1),1.0,Reciprocating
24753,Conn,Non-Fatal,1.0,Reciprocating
24766,Beech,Non-Fatal,2.0,Turbo Fan
24779,Grumman,Fatal(7),2.0,Turbo Fan
24780,"Biagi, Arthur R.",Non-Fatal,1.0,Reciprocating
24810,Boeing,Fatal(73),4.0,Turbo Fan
24818,Taylorcraft,Non-Fatal,1.0,Unknown
24827,Thompson,Non-Fatal,1.0,Reciprocating
24868,Mooney,Fatal(5),0.0,Unknown
24869,Bell,Fatal(6),1.0,Turbo Shaft
24886,C&j Sontheimer,Non-Fatal,1.0,Reciprocating
24946,Siai-marchetti,Fatal(2),1.0,Reciprocating
24961,Groves,Non-Fatal,1.0,Reciprocating
24962,Heindenreich,Non-Fatal,1.0,Reciprocating
24963,Mitsubishi,Non-Fatal,2.0,Turbo Fan
24965,Ransome,Non-Fatal,1.0,Reciprocating
24966,I.c.a. Brasov,Fatal(1),0.0,Unknown
24974,Burton,Fatal(2),1.0,Reciprocating
24976,Reid,Fatal(1),1.0,Reciprocating
25009,Link,Non-Fatal,1.0,Reciprocating
25010,Cessna,Incident,1.0,Turbo Prop
25065,Butler,Non-Fatal,2.0,Reciprocating
25082,Wohlers,Fatal(2),1.0,Reciprocating
25092,Weber,Fatal(2),1.0,Reciprocating
25094,Talmadge Scott,Non-Fatal,1.0,Reciprocating
25132,Kolb Company,Non-Fatal,1.0,Reciprocating
25151,Smyth Sidewinder,Non-Fatal,1.0,Reciprocating
25160,Freeman H Easton,Fatal(1),1.0,Reciprocating
25172,Walter Hudson,Non-Fatal,1.0,Reciprocating
25185,Peterson,Non-Fatal,1.0,Reciprocating
25186,Gardner,Fatal(1),1.0,Reciprocating
25194,James A Nelson,Non-Fatal,1.0,Reciprocating
25209,Lockheed,Fatal(1),4.0,Reciprocating
25210,Robbins,Fatal(1),1.0,Reciprocating
25212,Farrington,Fatal(1),1.0,Reciprocating
25232,Embraer,Fatal(2),2.0,Turbo Prop
25238,Swing,Non-Fatal,1.0,Reciprocating
25239,Becker,Non-Fatal,1.0,Reciprocating
25246,Jolly,Non-Fatal,1.0,Reciprocating
25254,Daniels,Fatal(2),1.0,Reciprocating
25257,Hood,Non-Fatal,1.0,Reciprocating
25263,Truckee Meadows,Fatal(1),1.0,Reciprocating
25268,Corben,Non-Fatal,1.0,Reciprocating
25290,Stolt,Non-Fatal,1.0,Reciprocating
25293,Bennett,Non-Fatal,1.0,Reciprocating
25314,Avions Mudry,Non-Fatal,1.0,Reciprocating
25317,"Ryan, Robert R.",Fatal(1),0.0,Unknown
25325,Dan T. Zelazo,Non-Fatal,1.0,Reciprocating
25371,Moore,Fatal(2),1.0,Reciprocating
25379,Beech,Fatal(1),2.0,Unknown
25392,"Williams, Robert G.",Non-Fatal,1.0,Reciprocating
25394,Lerstang,Non-Fatal,1.0,Reciprocating
25406,Canadair,Fatal(2),1.0,Turbo Jet
25407,Government Aircraft Fact (gaf),Fatal(2),2.0,Turbo Prop
25411,Douglas,Fatal(27),4.0,Reciprocating
25417,Michael C. Quigley,Fatal(1),1.0,Reciprocating
25424,Lightcap,Non-Fatal,1.0,Reciprocating
25442,Bell-moore,Non-Fatal,1.0,Reciprocating
25445,Cessna,Fatal(1),4.0,Reciprocating
25464,Toussaint/quad City,Fatal(1),1.0,Reciprocating
25493,Cunningham,Fatal(1),1.0,Reciprocating
25515,Adams,Non-Fatal,1.0,Reciprocating
25535,Robert Van Scoyoc,Non-Fatal,1.0,Reciprocating
25562,"Cecil, Richard C.",Non-Fatal,1.0,Reciprocating
25581,Hispano Aviacion,Fatal(1),2.0,Turbo Jet
25587,Sabelino,Non-Fatal,1.0,Reciprocating
25596,Goss,Non-Fatal,1.0,Reciprocating
25597,Bataller,Non-Fatal,1.0,Reciprocating
25602,67 Flying Dutchman,Non-Fatal,1.0,Reciprocating
25622,Rollins-bowers,Fatal(1),1.0,Reciprocating
25640,Sattler,Non-Fatal,1.0,Reciprocating
25658,Cullen/roth,Non-Fatal,1.0,Reciprocating
25666,Spezio Sport,Non-Fatal,1.0,Reciprocating
25686,North American,Non-Fatal,1.0,Turbo Jet
25690,Lund,Non-Fatal,1.0,Reciprocating
25709,De Havilland,Fatal(1),1.0,Turbo Jet
25729,Briegleb,Non-Fatal,0.0,Unknown
25730,Grace,Fatal(1),1.0,Reciprocating
25735,Gyroflug,Fatal(1),1.0,Reciprocating
25757,Cirrus Klappmeier,Non-Fatal,1.0,Reciprocating
25758,Vanek,Fatal(1),1.0,Reciprocating
25763,Aerodyne,Fatal(2),1.0,Reciprocating
25770,Ray Edmistonn,Non-Fatal,1.0,Reciprocating
25774,Bell,Fatal(3),1.0,Reciprocating
25777,K. W. Jeffers,Fatal(1),1.0,Reciprocating
25782,Eugene M. Veras,Non-Fatal,1.0,Reciprocating
25791,Sukhoi,Fatal(1),1.0,Reciprocating
25794,Buchanan,Non-Fatal,1.0,Reciprocating
25834,Robert C. Campbell,Non-Fatal,1.0,Reciprocating
25842,Childs,Non-Fatal,1.0,Reciprocating
25845,Eugene N. Rausch,Fatal(1),1.0,Reciprocating
25874,Spark/acroduster,Non-Fatal,1.0,Reciprocating
25889,Grumman,Non-Fatal,2.0,Turbo Fan
25914,Gary Williams,Non-Fatal,1.0,Reciprocating
25925,Oo-culley,Fatal(1),1.0,Reciprocating
25936,Dickey,Non-Fatal,1.0,Reciprocating
25958,Aerospatiale,Incident,2.0,Turbo Fan
25975,Mingess-bennett,Fatal(1),1.0,Reciprocating
25982,Cassuit,Fatal(1),1.0,Reciprocating
25994,Hardesty/hays,Non-Fatal,1.0,Reciprocating
26011,Larsen Charles Bennett,Fatal(1),1.0,Reciprocating
26044,Selstad,Fatal(2),1.0,Reciprocating
26046,Taylorcraft,Non-Fatal,4.0,Reciprocating
26061,Learjet,Non-Fatal,2.0,Reciprocating
26104,E.j. Novotny,Non-Fatal,1.0,Reciprocating
26105,Huffaher,Non-Fatal,1.0,Reciprocating
26108,Charles T. Brietigam,Non-Fatal,1.0,Reciprocating
26116,Ronald D. Cothern,Non-Fatal,1.0,Reciprocating
26119,Olsen,Fatal(2),1.0,Reciprocating
26124,George R. Losey,Non-Fatal,1.0,Reciprocating
26126,David B. Robertson,Non-Fatal,1.0,Reciprocating
26136,Cloutier,Non-Fatal,1.0,Reciprocating
26139,"Wheeler Technology, Inc.",Fatal(3),1.0,Reciprocating
26144,"Custom Aerotech, Inc.",Fatal(2),1.0,Reciprocating
26155,Snyder,Fatal(2),1.0,Reciprocating
26159,Fouga,Non-Fatal,2.0,Turbo Jet
26161,Gulfstream,Non-Fatal,2.0,Turbo Fan
26162,Mcdonnell Douglas,Non-Fatal,0.0,Unknown
26169,Finn A. Arnold,Non-Fatal,1.0,Reciprocating
26172,Bell-continental Copters,Non-Fatal,1.0,Reciprocating
26189,Whittman,Non-Fatal,1.0,Reciprocating
26190,Forbing,Non-Fatal,1.0,Reciprocating
26194,Leffler/mcfarlane,Non-Fatal,0.0,Unknown
26199,Bryant Rowland,Non-Fatal,1.0,Reciprocating
26206,Bd 4- Francisco,Non-Fatal,1.0,Reciprocating
26213,Boson,Non-Fatal,1.0,Reciprocating
26239,Dassault,Incident,2.0,Turbo Fan
26243,Hilvety,Non-Fatal,1.0,Reciprocating
26245,Boeing Vertol,Non-Fatal,2.0,Turbo Shaft
26248,Helio,Fatal(3),1.0,Reciprocating
26269,Bennert,Non-Fatal,1.0,Reciprocating
26270,Prosser,Non-Fatal,1.0,Reciprocating
26273,Warkentin,Non-Fatal,1.0,Reciprocating
26276,Don G. Kaye,Non-Fatal,1.0,Reciprocating
26282,Illi,Fatal(1),1.0,Reciprocating
26283,Northrop,Non-Fatal,2.0,Turbo Jet
26285,Pietenpol,Fatal(1),1.0,Reciprocating
26289,Naaman Haren,Non-Fatal,1.0,Reciprocating
26290,Harper,Non-Fatal,1.0,Reciprocating
26305,Convair,Non-Fatal,1.0,Reciprocating
26319,Vaden,Fatal(1),1.0,Reciprocating
26323,Alfred Stevens,Non-Fatal,1.0,Reciprocating
26345,Micalizio,Non-Fatal,1.0,Reciprocating
26363,Calvart,Non-Fatal,0.0,Unknown
26366,Neal,Fatal(2),1.0,Reciprocating
26373,Heinrichs,Non-Fatal,1.0,Reciprocating
26378,Fisher Flying Products,Non-Fatal,1.0,Reciprocating
26391,Trice,Fatal(1),1.0,Reciprocating
26397,Christen/walter,Fatal(2),1.0,Reciprocating
26411,Aerospatiale/socata,Fatal(4),1.0,Reciprocating
26416,Grumman,Fatal(3),2.0,Turbo Prop
26474,Bell,Fatal(5),1.0,Turbo Shaft
26486,Glaser-dirks,Non-Fatal,0.0,Unknown
26487,Brose,Non-Fatal,1.0,Turbo Prop
26500,Trammel,Non-Fatal,1.0,Reciprocating
26508,Miles Atwood,Non-Fatal,1.0,Reciprocating
26533,Bob Sandlin,Non-Fatal,1.0,Reciprocating
26562,Stinson,Fatal(3),1.0,Reciprocating
26580,Morris,Non-Fatal,1.0,Reciprocating
